ProjectBuildingDWID,ProjectID,BuildingID,BoroID,Block,Lot,BIN,HouseNumber,StreetName,TotalBuildingUnits,BaseSquareFootage,Stories,Lat,Lon
42037,50407,395844,3,03818,0049,3084964,526,WILLIAMS AVENUE,16,3731,5,40.662904,-73.897753
42038,50407,809283,3,03818,0052,3084965,532,WILLIAMS AVENUE,16,3240,5,40.6627719,-73.897724
42040,50407,313104,3,03835,0016,3085395,523,HINSDALE STREET,4,1600,3,40.66202,-73.897871
42041,50407,395849,3,03835,0028,3252666,542,WILLIAMS AVENUE,6,1760,4,40.662315,-73.897573
42042,50407,395877,3,03835,0044,3085414,584,WILLIAMS AVENUE,9,2800,4,40.66137,-73.8973479
42043,50407,395846,3,03836,0025,3085432,535,WILLIAMS AVENUE,8,1773,3,40.6626399,-73.897345
42044,50407,809877,3,03836,0025,3394182,539,WILLIAMS AVENUE,2,1773,3,40.6625317,-73.8972003
42045,50407,362337,3,03836,0026,3085433,520,RIVERDALE AVENUE,3,1350,3,40.662511,-73.8967739
42046,50407,949647,3,03836,0026,3085434,522,RIVERDALE AVENUE,3,1350,3,40.6627339,-73.8967772
42047,50407,362339,3,03836,0030,3085436,526,RIVERDALE AVENUE,3,1350,3,40.662545,-73.896563
42048,50407,183060,3,03837,0026,3085464,539,ALABAMA AVENUE,6,1833,4,40.66265,-73.896113
42049,50407,807552,3,03837,0026,3085463,543,ALABAMA AVENUE,6,1833,4,40.6625761,-73.8963719
42050,50407,807553,3,03837,0026,3085462,545,ALABAMA AVENUE,6,1833,4,40.6625761,-73.896249
42051,50407,353145,3,03822,0027,3085055,518,PENNSYLVANIA AVENUE,19,5160,5,40.6645655,-73.894004
42052,50407,234974,3,04065,0001,3090131,973,DUMONT AVENUE,19,3730,5,40.668219,-73.882558
42099,50407,342753,3,04297,0003,3096325,332,NEW LOTS AVENUE,3,1073,4,40.6610619,-73.8943301
42100,50407,808939,3,04297,0005,3331367,340,NEW LOTS AVENUE,6,2750,4,40.6613275,-73.8941905
42101,50407,808942,3,04297,0005,3331370,348,NEW LOTS AVENUE,7,2750,4,40.6613289,-73.8941873
42102,50407,362334,3,03834,0020,3085371,474,RIVERDALE AVENUE,12,2870,4,40.662273,-73.898525
42103,50407,354251,3,04003,0129,3088969,2447,PITKIN AVENUE,6,2325,4,40.674165,-73.882008
42104,50407,940975,3,04003,0029,3088965,2449,PITKIN AVENUE,6,2325,4,40.674175,-73.881939
41668,50407,342748,3,03838,0068,3085511,325,NEW LOTS AVENUE,3,3680,3,40.661301,-73.894862
41669,50407,342738,3,04296,0002,3096273,300,NEW LOTS AVENUE,3,1292,3,40.660659,-73.895169
41670,50407,342739,3,04296,0003,3096274,302,NEW LOTS AVENUE,3,1292,3,40.660684,-73.8951079
41671,50407,342742,3,04296,0005,3096276,306,NEW LOTS AVENUE,3,1254,3,40.660734,-73.89499
41672,50407,342744,3,04296,0007,3319734,310,NEW LOTS AVENUE,3,1059,4,40.660787,-73.894871
41673,50407,342745,3,04296,0009,3319735,312,NEW LOTS AVENUE,10,3531,4,40.660825,-73.894817
41676,50407,300002,3,04296,0032,3096300,692,GEORGIA AVENUE,3,926,3,40.659689,-73.893963
41677,50407,342757,3,04297,0005,3096327,336,NEW LOTS AVENUE,3,5500,4,40.6611339,-73.894043
41678,50407,299970,3,04297,0071,3096380,653,GEORGIA AVENUE,2,694,3,40.66064,-73.894009
41679,50407,299963,3,04297,0074,3096383,645,GEORGIA AVENUE,2,694,3,40.660783,-73.894115
41680,50407,353190,3,03840,0003,3085552,611,PENNSYLVANIA AVENUE,15,3391,5,40.6622436,-73.8933544
41681,50407,289096,3,03986,0001,3393458,335,ELTON STREET,16,7122,3,40.675068,-73.8837183
41682,50407,913572,3,03985,0005,3392546,336,ELTON STREET,24,7554,3,40.6750322,-73.8837467
41683,50407,342523,3,03824,0005,3085074,633,NEW JERSEY AVENUE,4,1420,3,40.663733,-73.89246
41684,50407,342526,3,03824,0001,3085071,641,NEW JERSEY AVENUE,6,2100,4,40.6635315,-73.8926755
41685,50407,342533,3,03840,0035,3085571,660,NEW JERSEY AVENUE,3,900,4,40.662949,-73.892845
41686,50407,342542,3,03841,0007,3085588,673,NEW JERSEY AVENUE,4,1716,3,40.662667,-73.892188
41687,50407,362352,3,03840,0031,3085569,620,RIVERDALE AVENUE,3,1300,4,40.6631379,-73.892849
41688,50407,362349,3,03840,0029,3085567,614,RIVERDALE AVENUE,3,1300,4,40.663112,-73.893024
41689,50407,328562,3,04262,0042,3095635,596,LOGAN STREET,6,1760,4,40.671356,-73.8756159
41690,50407,207683,3,04249,0018,3095391,970,BELMONT AVENUE,23,4177,5,40.673757,-73.87266
41691,50407,207686,3,04249,0021,3095392,980,BELMONT AVENUE,16,3600,5,40.6739971,-73.8725118
41692,50407,379928,3,04246,0038,3095335,1163,SUTTER AVENUE,22,6480,5,40.672575,-73.874947
41693,50407,354170,3,03997,0133,3088845,2307,PITKIN AVENUE,3,1100,4,40.673415,-73.887223
41694,50407,940976,3,04003,0030,3088966,2445,PITKIN AVENUE,1,4650,4,40.674154,-73.882078
41695,50407,354165,3,03997,0037,3088844,2297,PITKIN AVENUE,10,3900,4,40.673376,-73.887533
39252,44405,926971,3,02107,0024,3059171,250,ASHLAND PLACE,586,23700,52,40.6878003,-73.9783621
41747,50205,97967,2,03777,0040,2025369,1265,MORRISON AVENUE,59,7655,6,40.831472,-73.87534
41748,50205,65477,2,03866,0005,2027461,1585,EAST 172 STREET,49,7536,5,40.831792,-73.876705
41749,50205,65478,2,03866,0001,2027460,1589,EAST 172 STREET,59,7904,5,40.8318165,-73.8764853
41750,50205,111969,2,03777,0035,2025368,1268,STRATFORD AVENUE,59,7722,6,40.831423,-73.875677
41751,50205,116780,2,02532,0020,2003534,1350,DR M L KING JR BOULEVARD,43,6602,5,40.841548,-73.926309
41795,49173,946227,2,03318,0029,200000,2808,JEROME AVENUE,31,3184,7,40.8708807,-73.894219
41546,50181,948130,1,01538,0010,100000,203,EAST 92 STREET,231,19026,36,40.782774,-73.950511
41623,50329,948333,1,01064,0044,100000,424,WEST 55 STREET,17,2633,7,40.7668899,-73.987894
42071,49690,949890,1,00862,0020,100000,160,MADISON AVENUE,319,306048,42,40.7468058,-73.9838786
41552,49706,948157,3,02333,0001,300000,149,KENT AVENUE,164,40065,7,40.718963,-73.9620769
41834,45265,38124,1,01829,0039,1055159,204,WEST 114 STREET,70,125652,5,40.802002,-73.954288
41839,45265,38135,1,01829,0050,1055170,226,WEST 114 STREET,98,124698,5,40.802366,-73.955162
41039,49171,806372,2,02621,0001,2004388,955,CAULDWELL AVENUE,64,12276,5,40.8244832,-73.9063842
41040,49171,806307,2,02621,0001,2004388,970,BOSTON ROAD,63,12276,5,40.8250062,-73.9077311
41041,49171,64618,2,02632,0001,2004497,665,EAST 163 STREET,62,12276,5,40.8235211,-73.9060542
41042,49171,113704,2,02621,0001,2004388,3250,3 AVENUE,63,10423,6,40.8243448,-73.9081754
40471,48533,89497,2,02711,0006,2005618,916,KELLY STREET,17,,4,40.819941,-73.895859
40472,48533,89499,2,02711,0007,2005619,920,KELLY STREET,16,,4,40.8200379,-73.895775
40473,48533,89500,2,02711,0008,2005620,924,KELLY STREET,8,,4,40.820139,-73.895697
40474,48533,89501,2,02711,0010,2005621,928,KELLY STREET,8,,4,40.820253,-73.895664
40475,48533,89503,2,02703,0018,2005453,935,KELLY STREET,32,,5,40.8207062,-73.8960806
43607,134,952514,4,12529,0230,400000,169-30,BAISLEY BOULEVARD,54,6656,8,,
43608,135,42693,1,02068,0074,1077383,458,WEST 155 STREET,98,5509,12,40.830952,-73.942264
43609,136,120780,2,03360,0062,2000000,3556,WEBSTER AVENUE,79,14525,8,40.881742,-73.869629
